PMID,OWN,STAT,LR,IS,VI,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,IP,COIS,AUID,DCOM,MH,CON,RN,GR,PS,FPS,TT,CN,CIN,MID,RF
31713735,NLM,MEDLINE,20201119,1434-9949 (Electronic) 0770-3198 (Linking),39,2020 Feb,"Crowned dens syndrome, yet another rheumatic disease imposter.",571-574,10.1007/s10067-019-04822-9 [doi],"OBJECTIVE: Crowned dens syndrome (CDS) is defined as acute cervical or occipital pain due to a local inflammatory reaction related to calcifications in the ligaments surrounding the odontoid process. Virtually, all previous descriptions of CDS have related to calcium pyrophosphate dehydrate (CPPD) arthropathy. METHODS: We prospectively identified a total of twenty-four consecutive inpatients with Crowned dens syndrome from January 2016 to December 2017 in our institution. RESULTS: All patients (age range 54 to 87 years, 67% females) presented with acute onset pain in the upper neck and/or occiput accompanied with extreme neck stiffness. Most patients (79%) had elevated inflammatory markers. Four patients underwent temporal artery biopsy, which was negative for arteritis in all cases, and one was subjected to lumbar puncture, which was non-contributory. Seventeen patients (71%) had known rheumatic disease on presentation: 10 patients had the diagnosis of calcium pyrophosphate dehydrate arthropathy, 3 patients had ankylosing spondylitis, 2 patients had rheumatoid arthritis, 1 patient had Behcet's disease, and 1 suffered from Familial Mediterranean Fever. In 4 more patients, crowned dens syndrome was the presenting symptom of calcium pyrophosphate dehydrate disease. All patients were treated with glucocorticoids as 0.5 mg/kg prednisone plus colchicine 0.5 mg bid resulting in dramatic improvement in both clinical (head/neck pain alleviated and cervical spinal mobility regained) and laboratory measures. CONCLUSIONS: Crowned dens syndrome should be considered, and craniocervical junction imaged in the context of acute cervical or occipital pain with stiffness and elevated inflammation markers not only in patients previously diagnosed with calcium pyrophosphate dehydrate arthropathy but also in diverse clinical settings.Key Points* This report highlights that crowned dens syndrome should be considered in various clinical setting besides calcium pyrophosphate dehydrate (CPPD) arthropathy.* Vigilance to this syndrome allows rapid treatment and may spare the patient unnecessary invasive procedures (i.e., temporal artery biopsy or lumbar puncture).",,"['Awisat, Abid', 'Rosner, Itzhak', 'Rimar, Doron', 'Rozenbaum, Michael', 'Boulman, Nina', 'Kaly, Lisa', 'Silawy, Amal', 'Jiries, Nizar', 'Ginsberg, Shira', 'Hussein, Haya', 'Slobodin, Gleb']","['Awisat A', 'Rosner I', 'Rimar D', 'Rozenbaum M', 'Boulman N', 'Kaly L', 'Silawy A', 'Jiries N', 'Ginsberg S', 'Hussein H', 'Slobodin G']","['Rheumatology Unit, Bnai Zion Medical Center, 47 Elyahu Golumb St, 3339419, Haifa, Israel. abid.awisat@gmail.com.', 'Rheumatology Unit, Bnai Zion Medical Center, 47 Elyahu Golumb St, 3339419, Haifa, Israel.', 'Ruth and Bruce Rappaport Faculty of Medicine, Technion, Haifa, Israel.', 'Rheumatology Unit, Bnai Zion Medical Center, 47 Elyahu Golumb St, 3339419, Haifa, Israel.', 'Ruth and Bruce Rappaport Faculty of Medicine, Technion, Haifa, Israel.', 'Rheumatology Unit, Bnai Zion Medical Center, 47 Elyahu Golumb St, 3339419, Haifa, Israel.', 'Rheumatology Unit, Bnai Zion Medical Center, 47 Elyahu Golumb St, 3339419, Haifa, Israel.', 'Rheumatology Unit, Bnai Zion Medical Center, 47 Elyahu Golumb St, 3339419, Haifa, Israel.', 'Rheumatology Unit, Bnai Zion Medical Center, 47 Elyahu Golumb St, 3339419, Haifa, Israel.', 'Internal medicine B, Bnai Zion Medical Center, 3339419, Haifa, Israel.', 'Internal medicine B, Bnai Zion Medical Center, 3339419, Haifa, Israel.', 'Rheumatology Unit, Bnai Zion Medical Center, 47 Elyahu Golumb St, 3339419, Haifa, Israel.', 'Rheumatology Unit, Bnai Zion Medical Center, 47 Elyahu Golumb St, 3339419, Haifa, Israel.', 'Ruth and Bruce Rappaport Faculty of Medicine, Technion, Haifa, Israel.']",['eng'],['Journal Article'],20191112,Germany,Clin Rheumatol,Clinical rheumatology,8211469,IM,,['NOTNLM'],"['Calcium pyrophosphate dehydrate arthropathy', 'Craniocervical junction', 'Crowned dens syndrome', 'Rheumatic disease imposter']",2019/11/13 06:00,2020/11/20 06:00,['2019/11/13 06:00'],"['2019/05/08 00:00 [received]', '2019/10/17 00:00 [accepted]', '2019/09/17 00:00 [revised]', '2019/11/13 06:00 [pubmed]', '2020/11/20 06:00 [medline]', '2019/11/13 06:00 [entrez]']","['10.1007/s10067-019-04822-9 [doi]', '10.1007/s10067-019-04822-9 [pii]']",ppublish,Clin Rheumatol. 2020 Feb;39(2):571-574. doi: 10.1007/s10067-019-04822-9. Epub 2019 Nov 12.,2,,['ORCID: http://orcid.org/0000-0001-5547-3436'],20201119,"['Aged', 'Aged, 80 and over', 'Arthritis, Rheumatoid/complications', 'Behcet Syndrome/complications', 'Chondrocalcinosis/complications/*diagnosis/physiopathology', 'Familial Mediterranean Fever/complications', 'Female', 'Humans', 'Inflammation', 'Ligaments/*diagnostic imaging', 'Male', 'Middle Aged', 'Neck Pain/physiopathology', 'Occipital Lobe', 'Odontoid Process/*diagnostic imaging', 'Rheumatic Diseases/*complications', 'Spinal Diseases/complications/*diagnosis/physiopathology', 'Spondylitis, Ankylosing/complications', 'Syndrome', 'Tomography, X-Ray Computed']",,,,,,,,,,
31386138,NLM,MEDLINE,20190830,1538-3598 (Electronic) 0098-7484 (Linking),322,2019 Aug 6,"Imposter Syndrome: Treat the Cause, Not the Symptom.",403-404,10.1001/jama.2019.9788 [doi],,,"['Mullangi, Samyukta', 'Jagsi, Reshma']","['Mullangi S', 'Jagsi R']","['Division of Healthcare Delivery Science and Innovation, Weill Cornell Medicine, New York, New York.', 'Department of Medicine, New York-Presbyterian Hospital, New York.', 'Department of Radiation Oncology, Michigan Medicine, Ann Arbor.', 'Center for Bioethics and Social Sciences in Medicine, University of Michigan, Ann Arbor.', 'Institute for Healthcare Policy and Innovation, University of Michigan, Ann Arbor.']",['eng'],"['Journal Article', 'Personal Narrative']",,United States,JAMA,JAMA,7501160,AIM IM,,,,2019/08/07 06:00,2019/08/31 06:00,['2019/08/07 06:00'],"['2019/08/07 06:00 [entrez]', '2019/08/07 06:00 [pubmed]', '2019/08/31 06:00 [medline]']","['2740724 [pii]', '10.1001/jama.2019.9788 [doi]']",ppublish,JAMA. 2019 Aug 6;322(5):403-404. doi: 10.1001/jama.2019.9788.,5,,,20190830,"['*Attitude of Health Personnel', 'Female', 'Humans', 'Professional Competence', '*Self Concept', '*Sexism']",,,,,,,,,,
31360616,NLM,PubMed-not-MEDLINE,20200930,2164-957X (Print) 2164-9561 (Linking),8,2019,Development of an Innovative Career Development Program for Early-Career Women Faculty.,2164956119862986,10.1177/2164956119862986 [doi],"Objective: Our institutional Women in Medicine & Science Program (formerly the Office of Women in Medicine and Science) developed the Early Career Development Program for Women to promote the careers of women faculty. At 6 monthly sessions, participants learn relevant content (imposter syndrome, strengths, change style, career management, assertive communication, feedback, personal influence, conflict management, negotiation, importance of mentors, resilience, and self-care); exchange ideas; and expand their professional networks. Here, we report changes in participants' career skills/knowledge, confidence, and perceptions of the current environment after attending the program. Method: Between 2014 and 2017, participants (N = 65) completed pre- and post-program surveys that assessed career knowledge and skills, confidence, and perceptions of the current environment and provided program feedback. Results: Most skills showed pre-post significant improvement. The greatest increases occurred in knowing paths to promotion, tailoring communication style, ability to manage conflict, and ability to handle personal-professional role balance. Women reported a significant increase for all items measuring confidence. Among these items, establishing networks, understanding institutional culture, providing feedback, motivating others, strategic planning, delegating, and conflict management had the largest increases. Overall, 89.3% of respondents rated the program impact as very strong/profound, 98.5% rated the concepts as essential, 95.2% rated the skills as essential, and 90.8% rated the sense of community with women in their class as very/extremely close. Conclusions: Work-related skills/knowledge, confidence, and perceptions of the current environment increased significantly among program participants. These early-career women faculty indicated that the program augmented the skills needed to develop their careers in an academic medical center.",,"['Danhauer, Suzanne C', 'Tooze, Janet A', 'Barrett, Natalie Am', 'Blalock, Jamie S', 'Shively, Carol A', 'Voytko, Mary Lou', 'Crandall, Sonia J']","['Danhauer SC', 'Tooze JA', 'Barrett NA', 'Blalock JS', 'Shively CA', 'Voytko ML', 'Crandall SJ']","['Department of Social Sciences and Health Policy, Wake Forest School of Medicine, Winston-Salem, North Carolina.', 'Department of Biostatistics and Data Science, Wake Forest School of Medicine, Winston-Salem, North Carolina.', 'Office of Faculty Affairs, Wake Forest School of Medicine, Winston-Salem, North Carolina.', 'Department of Physician Assistant Studies, Wake Forest School of Medicine, Winston-Salem, North Carolina.', 'Department of Pathology-Comparative Medicine, Wake Forest School of Medicine, Winston-Salem, North Carolina.', 'Department of Neurobiology and Anatomy, Wake Forest School of Medicine, Winston-Salem, North Carolina.', 'Department of Physician Assistant Studies, Wake Forest School of Medicine, Winston-Salem, North Carolina.']",['eng'],['Journal Article'],20190716,United States,Glob Adv Health Med,Global advances in health and medicine,101584936,,PMC6636414,['NOTNLM'],"['career development', 'faculty development', 'physicians', 'scientists', 'wellness', 'women']",2019/07/31 06:00,2019/07/31 06:01,['2019/07/31 06:00'],"['2018/12/06 00:00 [received]', '2019/05/01 00:00 [revised]', '2019/05/21 00:00 [accepted]', '2019/07/31 06:00 [entrez]', '2019/07/31 06:00 [pubmed]', '2019/07/31 06:01 [medline]']","['10.1177/2164956119862986 [doi]', '10.1177_2164956119862986 [pii]']",epublish,Glob Adv Health Med. 2019 Jul 16;8:2164956119862986. doi: 10.1177/2164956119862986. eCollection 2019.,,,['ORCID: https://orcid.org/0000-0002-2003-9805'],,,,,['UL1 TR001420/TR/NCATS NIH HHS/United States'],,,,,,,
31205125,NLM,MEDLINE,20200113,1543-3641 (Electronic) 1543-3633 (Linking),32,2019 Jun,A Case of Capgras Syndrome With Frontotemporal Dementia.,134-138,10.1097/WNN.0000000000000191 [doi],"Capgras syndrome (CS), also called imposter syndrome, is a rare psychiatric condition that is characterized by the delusion that a family relative or close friend has been replaced by an identical imposter. Here, we describe a 69-year-old man with CS who presented to the Kemal Arikan Psychiatry Clinic with an ongoing belief that his wife had been replaced by an identical imposter. MRI showed selective anterior left temporal lobe atrophy. Quantitative EEG showed bilateral frontal and temporal slowing. Neuropsychological profiling identified a broad range of deficits in the areas of naming, executive function, and long-term memory. On the basis of these findings, we diagnosed frontotemporal dementia. This case demonstrates that CS can clinically accompany frontotemporal dementia.",,"['Metin, Baris', 'Arikan, Mehmet K', 'Kalem, Sukriye A', 'Tarhan, Nevzat']","['Metin B', 'Arikan MK', 'Kalem SA', 'Tarhan N']","['Department of Psychology, Uskudar University, Istanbul, Turkey.', 'Department of Psychology, Uskudar University, Istanbul, Turkey.', 'Kemal Arikan Psychiatry Clinic, Istanbul, Turkey.', 'Department of Neurology, School of Medicine, Istanbul University, Istanbul, Turkey.', 'Department of Psychology, Uskudar University, Istanbul, Turkey.']",['eng'],"['Case Reports', 'Journal Article']",,United States,Cogn Behav Neurol,Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology,101167278,IM,,,,2019/06/18 06:00,2020/01/14 06:00,['2019/06/18 06:00'],"['2019/06/18 06:00 [entrez]', '2019/06/18 06:00 [pubmed]', '2020/01/14 06:00 [medline]']","['10.1097/WNN.0000000000000191 [doi]', '00146965-201906000-00007 [pii]']",ppublish,Cogn Behav Neurol. 2019 Jun;32(2):134-138. doi: 10.1097/WNN.0000000000000191.,2,,,20200113,"['Aged', 'Capgras Syndrome/*complications/*diagnostic imaging/psychology', 'Executive Function/physiology', 'Frontotemporal Dementia/*complications/*diagnostic imaging/psychology', 'Humans', 'Magnetic Resonance Imaging/methods', 'Male', 'Neuropsychological Tests', 'Temporal Lobe/diagnostic imaging']",,,,,,,,,,
31197056,NLM,PubMed-not-MEDLINE,20200716,2042-7670 (Electronic) 0042-4900 (Linking),184,2019 Jun 15,Imposter syndrome in the vet profession.,743-744,10.1136/vr.l4155 [doi],,,"['Kogan, Lori', 'Hellyer, Peter']","['Kogan L', 'Hellyer P']","['Clinical Sciences Department, Colorado State University, Fort Collins, CO 80523, USA.', 'Clinical Sciences Department, Colorado State University, Fort Collins, CO 80523, USA.']",['eng'],['Letter'],,England,Vet Rec,The Veterinary record,0031164,IM,,,,2019/06/15 06:00,2019/06/15 06:01,['2019/06/15 06:00'],"['2019/06/15 06:00 [entrez]', '2019/06/15 06:00 [pubmed]', '2019/06/15 06:01 [medline]']","['vr.l4155 [pii]', '10.1136/vr.l4155 [doi]']",ppublish,Vet Rec. 2019 Jun 15;184(24):743-744. doi: 10.1136/vr.l4155.,24,,,20200716,,,,,,,,,,,
31073013,NLM,MEDLINE,20200706,2042-7670 (Electronic) 0042-4900 (Linking),184,2019 May 11,Who do you think you are?,598,10.1136/vr.l2135 [doi],"Ever found yourself convinced you're a fraud, on the brink of being exposed as having fluked your way through your veterinary career? Imposter syndrome is far from a rare phenomenon but, as Penny Barker explains, there are ways to fight back.",['British Veterinary Association.'],"['Barker, Penny']",['Barker P'],,['eng'],['Journal Article'],,England,Vet Rec,The Veterinary record,0031164,IM,,,,2019/05/11 06:00,2020/07/07 06:00,['2019/05/11 06:00'],"['2019/05/11 06:00 [entrez]', '2019/05/11 06:00 [pubmed]', '2020/07/07 06:00 [medline]']","['vr.l2135 [pii]', '10.1136/vr.l2135 [doi]']",ppublish,Vet Rec. 2019 May 11;184(19):598. doi: 10.1136/vr.l2135.,19,,,20200706,"['Animal Technicians/*psychology', '*Attitude of Health Personnel', '*Clinical Competence', 'Humans', '*Resilience, Psychological', '*Self Concept', 'Veterinarians/*psychology']",,,,,,,,,,
31070417,NLM,MEDLINE,20190902,1939-0025 (Electronic) 0002-9432 (Linking),89,2019,Mentoring the mentors of students from diverse backgrounds for research.,321-328,10.1037/ort0000414 [doi],"This article defines and discusses 6 beliefs, attitudes, and practices that can erode or undermine self-esteem and self confidence in student-scholars from underrepresented and marginalized groups in academic settings. Specifically, the beliefs and practices are reactions to implicit bias, color blindness, imposter syndrome, internalized racism, stereotype threat, and code-switching. Mentors need to know how to discuss these reactions because they can also influence the mentoring process and academic performance. To minimize incidents or interactions that might result in scholars not being able to find their place in these settings, recommendations for basic mentoring strategies and individual- and systemic-level approaches to address institutional racism are discussed. (PsycINFO Database Record (c) 2019 APA, all rights reserved).",,"['Wyatt, Gail E', 'Chin, Dorothy', 'Milburn, Norweeta', 'Hamilton, Alison', 'Lopez, Susana', 'Kim, Alex', 'Stone, Jacqueline D', 'Belcher, Harolyn M E']","['Wyatt GE', 'Chin D', 'Milburn N', 'Hamilton A', 'Lopez S', 'Kim A', 'Stone JD', 'Belcher HME']","['Department of Psychiatry and Biobehavioral Sciences.', 'Department of Psychiatry and Biobehavioral Sciences.', 'Department of Psychiatry and Biobehavioral Sciences.', 'Department of Psychiatry and Biobehavioral Sciences.', 'Department of Psychiatry and Biobehavioral Sciences.', 'Department of Psychiatry and Biobehavioral Sciences.', 'Center for Diversity in Public Health Leadership Training, Kennedy Krieger Institute, Johns Hopkins University School of Medicine.', 'Center for Diversity in Public Health Leadership Training, Kennedy Krieger Institute, Johns Hopkins University School of Medicine.']",['eng'],['Journal Article'],,United States,Am J Orthopsychiatry,The American journal of orthopsychiatry,0400640,IM,,,,2019/05/10 06:00,2019/09/03 06:00,['2019/05/10 06:00'],"['2019/05/10 06:00 [entrez]', '2019/05/10 06:00 [pubmed]', '2019/09/03 06:00 [medline]']","['2019-25484-003 [pii]', '10.1037/ort0000414 [doi]']",ppublish,Am J Orthopsychiatry. 2019;89(3):321-328. doi: 10.1037/ort0000414.,3,,,20190902,"['*Attitude', '*Biomedical Research', 'Humans', 'Mentoring/*methods', '*Mentors', '*Minority Groups', 'Racism/ethnology', 'Self Concept', 'Students/*psychology', 'Universities']",,,"['National Institute of Drug Abuse', 'Robert Woods Johnson Foundation', 'UCLA AIDS Institute', 'UCLA Center of Excellence']",,,,,,,
30924160,NLM,MEDLINE,20191129,1365-2923 (Electronic) 0308-0110 (Linking),53,2019 May,Interns and imposter syndrome: proactively addressing resilience.,504-505,10.1111/medu.13852 [doi],,,"['Ramsey, Jennifer L', 'Spencer, Abby L']","['Ramsey JL', 'Spencer AL']",,['eng'],['Journal Article'],20190328,England,Med Educ,Medical education,7605655,IM,,,,2019/03/30 06:00,2019/11/30 06:00,['2019/03/30 06:00'],"['2019/03/30 06:00 [pubmed]', '2019/11/30 06:00 [medline]', '2019/03/30 06:00 [entrez]']",['10.1111/medu.13852 [doi]'],ppublish,Med Educ. 2019 May;53(5):504-505. doi: 10.1111/medu.13852. Epub 2019 Mar 28.,5,,['ORCID: 0000-0002-9701-5705'],20191129,"['*Clinical Competence', 'Health Personnel/*psychology', 'Humans', '*Internship and Residency', '*Resilience, Psychological']",,,,,,,,,,
30542525,NLM,PubMed-not-MEDLINE,20200928,2036-7457 (Print) 2036-7457 (Linking),10,2018 Nov 6,Capgras syndrome in substance-induced psychosis.,7807,10.4081/mi.2018.7807 [doi],"Capgras Syndrome is a subcategory of delusional disorder. People affected by this syndrome believe that a close associate such as a friend or family member has been replaced by an identical imposter. This case report describes a 23-year-old woman with no prior psychiatric history, whom developed Capgras syndrome, via folie a deux, in the setting of poly-substance use. In this patient, a combination of Aripiprazole 10 mg daily and Escitalopram 10 mg daily were effective in resolving symptoms. Clonazepam was utilized for anxiety and Omega-3 fatty acids 1 g for anti-oxidative effects. Further studies are needed to investigate the effects of a variety of causes and treatments for Capgras Syndrome.",,"['Sampathi, Bharat R', 'Sofine, Anna', 'Alvarez, John', 'Bota, Robert']","['Sampathi BR', 'Sofine A', 'Alvarez J', 'Bota R']","['University of California Irvine, Orange, CA, USA.', 'University of California Irvine, Orange, CA, USA.', 'University of California Irvine, Orange, CA, USA.', 'University of California Irvine, Orange, CA, USA.']",['eng'],['Journal Article'],20181106,England,Ment Illn,Mental illness,101634942,,PMC6240921,['NOTNLM'],"['Capgras Syndrome', 'neurological and neurodegenerative diseases', 'substanceinduced psychosis']",2018/12/14 06:00,2018/12/14 06:01,['2018/12/14 06:00'],"['2018/08/02 00:00 [received]', '2018/08/02 00:00 [accepted]', '2018/12/14 06:00 [entrez]', '2018/12/14 06:00 [pubmed]', '2018/12/14 06:01 [medline]']",['10.4081/mi.2018.7807 [doi]'],epublish,Ment Illn. 2018 Nov 6;10(2):7807. doi: 10.4081/mi.2018.7807. eCollection 2018 Nov 6.,2,['Conflict of interest: the authors declare no potential conflict of interest.'],,,,,,,,,,,,,
30401750,NLM,MEDLINE,20200309,1083-351X (Electronic) 0021-9258 (Linking),294,2019 Jan 11,An improbable journey: Creativity helped me make the transition from art to curing malaria.,405-409,10.1074/jbc.AW118.005229 [doi],"I was recently awarded the Alice and C. C. Wang Award in Molecular Parasitology for my contributions to antimalarial drug development, including laying the groundbreaking work that has led to two new molecular methods for curing malaria. This award means a great deal to me because I have spent much of my scientific career feeling like an imposter-one with the wrong sort of background and poor credentials. I am grateful for the recognition, and I am beginning to recognize that having an atypical background can be an advantage because it gives you a different perspective on a challenge. More generally, diversity in educational and cultural backgrounds is important because it can stimulate new ways of thinking and discovery.",['(c) 2019 Winzeler.'],"['Winzeler, Elizabeth A']",['Winzeler EA'],"['From the Department of Pediatrics, University of California, San Diego, School of Medicine, La Jolla, California 92093 ewinzeler@ucsd.edu.']",['eng'],"['Biography', 'Historical Article', 'Journal Article', 'Portrait', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",20181106,United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,PMC6333892,['NOTNLM'],"['*Plasmodium', '*career choices', '*chemical biology', '*diversity in science', '*drug development', '*education', '*genomics', '*imposter syndrome', '*malaria', '*microbiology']",2018/11/08 06:00,2019/07/11 06:00,['2018/11/08 06:00'],"['2018/11/08 06:00 [pubmed]', '2019/07/11 06:00 [medline]', '2018/11/08 06:00 [entrez]']","['AW118.005229 [pii]', '10.1074/jbc.AW118.005229 [doi]']",ppublish,J Biol Chem. 2019 Jan 11;294(2):405-409. doi: 10.1074/jbc.AW118.005229. Epub 2018 Nov 6.,2,,['ORCID: 0000-0002-4049-2113'],20190710,"['Antimalarials/therapeutic use', 'Art/*history', 'Creativity', 'History, 20th Century', 'History, 21st Century', 'Humans', 'Malaria/drug therapy/*history/parasitology', 'Parasitology/*history', 'Plasmodium/drug effects/genetics/growth & development/physiology']",,['0 (Antimalarials)'],"['P50 GM085764/GM/NIGMS NIH HHS/United States', 'R01 AI059472/AI/NIAID NIH HHS/United States', 'R01 AI090141/AI/NIAID NIH HHS/United States', 'R01 AI103058/AI/NIAID NIH HHS/United States']",['Winzeler EA'],"['Winzeler, Elizabeth A']",,,,,
29944298,NLM,PubMed-not-MEDLINE,20191120,1660-9379 (Print) 1660-9379 (Linking),14,2018 Jun 20,[Capgras delusion and Alzheimer disease].,1310-1313,,"Capgras delusion is classified with the misidentification syndromes. In dementia it associates cognitive deficiency of memory and facial recognition (prosopoagnosia) with delirious idea of substitution by a double. The first reported case in the paper describes the important affective and comportmental reactions due to the identification of a double perceived as an imposter, affecting both the suffering person and his family. Rarely, as reported in the second case, misrecognition concerns the person itself (autoprosopagnosia) who can have the illusion to be in front of a twin brother (<< auto-Capgras >>). We discuss data from the literature concerning prevalence, results of cerebral imaging and functional prognosis associated with this curious syndrome.",,"['Woehrle, Laure', 'Ghika, Joseph Andre', 'Coutaz, Martial', 'Eyer, Stephan']","['Woehrle L', 'Ghika JA', 'Coutaz M', 'Eyer S']","['Service de geriatrie, Centre Hospitalier du Valais Romand, Hopital de Sierre, Rue St-Charles 14, 3960 Sierre.', 'Service de neurologie, Centre Hospitalier du Valais Romand, Hopital de Sierre, Rue St-Charles 14, 3960 Sierre.', 'Centre de consultation memoire, Centre Hospitalier du Valais Romand, Hopital de Sierre, Rue St-Charles 14, 3960 Sierre.', 'Service de geriatrie, Centre Hospitalier du Valais Romand, Hopital de Sierre, Rue St-Charles 14, 3960 Sierre.', 'Service de geriatrie, Centre Hospitalier du Valais Romand, Hopital de Sierre, Rue St-Charles 14, 3960 Sierre.', 'Centre de consultation memoire, Centre Hospitalier du Valais Romand, Hopital de Sierre, Rue St-Charles 14, 3960 Sierre.']",['fre'],"['English Abstract', 'Journal Article']",,Switzerland,Rev Med Suisse,Revue medicale suisse,101219148,,,,,2018/06/27 06:00,2018/06/27 06:01,['2018/06/27 06:00'],"['2018/06/27 06:00 [entrez]', '2018/06/27 06:00 [pubmed]', '2018/06/27 06:01 [medline]']",['RMS0612-008 [pii]'],ppublish,Rev Med Suisse. 2018 Jun 20;14(612):1310-1313.,612,"[""Les auteurs n'ont declare aucun conflit d'interets en relation avec cet article.""]",,,,,,,,,Syndrome de Capgras et maladie d'Alzheimer.,,,,
29878930,NLM,MEDLINE,20180611,1538-9782 (Electronic) 0887-6274 (Linking),32,2018 Jul/Aug,A Workshop for Addressing the Impact of the Imposter Syndrome on Clinical Nurse Specialists.,189-194,10.1097/NUR.0000000000000386 [doi],"PURPOSE: The imposter syndrome creates feelings of self-doubt in individuals, which can result in emotional paralysis preventing them from achieving their fullest potential. Clinical nurse specialists are not immune to this phenomenon. The purpose of this article is to describe an educational program designed to assist healthcare professionals, including clinical nurse specialist students, in identifying, understanding, and addressing imposter syndrome. DESCRIPTION OF PROGRAM: Interprofessional students from 8 professions came together for a 2-week interprofessional education experience that included a 1-day workshop. After experiential team building and small group encounters with complicated standardized patients, students were introduced to the imposter syndrome. Students completed the Clance Impostor Phenomenon Scale and engaged in rich dialogue about the phenomenon, its effects, and personal strategies to overcome its impact. OUTCOME: When surveyed using the Clance Impostor Phenomenon Scale, clinical nurse specialist students consistently had high imposter tendencies. As a result of the program, students expressed feelings of liberation and empowerment. CONCLUSION: Clinical nurse specialist students can be impacted by the imposter syndrome, which has a potential to decrease their confidence, thus limiting their ability to practice at their highest potential. Programs that empower the clinical nurse specialists to recognize and address this phenomenon may increase their ability to optimize their role in healthcare.",,"['Haney, Tina Sweeney', 'Birkholz, Lorri', 'Rutledge, Carolyn']","['Haney TS', 'Birkholz L', 'Rutledge C']","['Author Affiliations: Assistant Professor and Co-Director for the Clinical Nurse Specialist Program (Dr Haney), Adjunct Faculty (Dr Birkholz), and Professor and Graduate Program Director (Dr Rutledge), Old Dominion University, Norfolk, Virginia.']",['eng'],['Journal Article'],,United States,Clin Nurse Spec,Clinical nurse specialist CNS,8709115,N,,,,2018/06/08 06:00,2018/06/12 06:00,['2018/06/08 06:00'],"['2018/06/08 06:00 [entrez]', '2018/06/08 06:00 [pubmed]', '2018/06/12 06:00 [medline]']","['10.1097/NUR.0000000000000386 [doi]', '00002800-201807000-00008 [pii]']",ppublish,Clin Nurse Spec. 2018 Jul/Aug;32(4):189-194. doi: 10.1097/NUR.0000000000000386.,4,,,20180611,"['*Education, Nursing', 'Humans', 'Nurse Clinicians/*education', 'Nursing Education Research', 'Nursing Evaluation Research', '*Self Efficacy', 'Students, Nursing/*psychology/statistics & numerical data']",,,,,,,,,,
29710100,NLM,MEDLINE,20190814,1539-3704 (Electronic) 0003-4819 (Linking),168,2018 May 15,Achieving Gender Equity in Physician Compensation and Career Advancement: A Position Paper of the American College of Physicians.,721-723,10.7326/M17-3438 [doi],"Women comprise more than one third of the active physician workforce, an estimated 46% of all physicians-in-training, and more than half of all medical students in the United States. Although progress has been made toward gender diversity in the physician workforce, disparities in compensation exist and inequities have contributed to a disproportionately low number of female physicians achieving academic advancement and serving in leadership positions. Women in medicine face other challenges, including a lack of mentors, discrimination, gender bias, cultural environment of the workplace, imposter syndrome, and the need for better work-life integration. In this position paper, the American College of Physicians summarizes the unique challenges female physicians face over the course of their careers and provides recommendations to improve gender equity and ensure that the full potential of female physicians is realized.",,"['Butkus, Renee', 'Serchen, Joshua', 'Moyer, Darilyn V', 'Bornstein, Sue S', 'Hingle, Susan Thompson']","['Butkus R', 'Serchen J', 'Moyer DV', 'Bornstein SS', 'Hingle ST']","['American College of Physicians, Washington, DC (R.B., J.S.).', 'American College of Physicians, Washington, DC (R.B., J.S.).', 'American College of Physicians, Philadelphia, Pennsylvania (D.V.M.).', 'Texas Medical Home Initiative, Dallas, Texas (S.S.B.).', 'Southern Illinois University School of Medicine, Springfield, Illinois (S.T.H.).']",['eng'],"['Guideline', 'Journal Article']",20180417,United States,Ann Intern Med,Annals of internal medicine,0372351,,,,,2018/05/02 06:00,2019/08/15 06:00,['2018/05/01 06:00'],"['2018/05/02 06:00 [pubmed]', '2019/08/15 06:00 [medline]', '2018/05/01 06:00 [entrez]']","['2678630 [pii]', '10.7326/M17-3438 [doi]']",ppublish,Ann Intern Med. 2018 May 15;168(10):721-723. doi: 10.7326/M17-3438. Epub 2018 Apr 17.,10,,,20190814,"['Academic Success', '*Career Mobility', 'Female', 'Humans', 'Leadership', 'Male', 'Mentors', 'Organizational Culture', 'Physicians, Women/*economics/statistics & numerical data', '*Salaries and Fringe Benefits', '*Sexism', 'Students, Medical/statistics & numerical data', 'United States', 'Work-Life Balance']",,,,,,,['Health and Public Policy Committee of the American College of Physicians'],"['Ann Intern Med. 2018 May 15;168(10):741-743. PMID: 29710085', 'Ann Intern Med. 2018 Oct 16;169(8):590-591. PMID: 30326096', 'Ann Intern Med. 2018 Oct 16;169(8):591. PMID: 30326097']",,
